site,MAT,year,month,ppt,Tmax,Tmin,Tave,rs.ppt
Kinsella,2.2,1961,1,8,-4.9,-16,-10.5,8
Stavely,4.3,1961,1,14,3.1,-8.6,-2.8,14
Sangudo,2.5,1961,1,13,-2.2,-13.9,-8,13
Onefour,5.6,1962,1,7,-2.8,-15,-8.9,7
Mattheis,4.2,1962,1,7,-5.2,-18.2,-11.7,7
Oyen,3,1962,1,10,-6,-19.1,-12.6,10
Twinriver,5.4,1962,1,14,-0.4,-12.3,-6.4,14
Kinsella,2.1,1962,1,17,-6.4,-19.7,-13.1,17
Stavely,3.8,1962,1,28,-1.3,-14.2,-7.8,28
Sangudo,2.2,1962,1,23,-5.1,-18,-11.5,23
Onefour,6.2,1963,1,24,-7.3,-21,-14.2,24
Mattheis,4.9,1963,1,25,-8.9,-22.9,-15.9,25
Oyen,3.8,1963,1,15,-10.3,-23.5,-16.9,15
Twinriver,6,1963,1,18,-4.6,-17.8,-11.2,18
Kinsella,3,1963,1,28,-11.4,-23.1,-17.3,28
Stavely,4.5,1963,1,46,-5.2,-18.7,-12,46
Sangudo,3,1963,1,46,-8.3,-20.7,-14.5,46
Onefour,4.8,1964,1,17,-1.2,-13,-7.1,17
Mattheis,3.7,1964,1,10,-4.2,-15.4,-9.8,10
Oyen,2.8,1964,1,11,-5,-15.7,-10.3,11
Twinriver,4.3,1964,1,8,1.4,-9.2,-3.9,8
Kinsella,1.9,1964,1,23,-7.1,-16.5,-11.8,23
Stavely,3.1,1964,1,16,0.1,-10.2,-5,16
Sangudo,1.9,1964,1,20,-4.9,-16.2,-10.6,20
Onefour,3.5,1965,1,19,-6.8,-18.9,-12.9,19
Mattheis,2.1,1965,1,11,-12,-21.9,-16.9,11
Oyen,1.1,1965,1,16,-11.9,-21.7,-16.8,16
Twinriver,3.7,1965,1,15,-2.5,-14.4,-8.4,15
Kinsella,0.6,1965,1,39,-12.8,-22.8,-17.8,39
Stavely,2.5,1965,1,32,-3.5,-15.7,-9.6,32
Sangudo,1.1,1965,1,58,-10.5,-21,-15.7,58
Onefour,4.1,1966,1,24,-11.5,-22.8,-17.1,24
Mattheis,2.4,1966,1,26,-16.5,-27.1,-21.8,26
Oyen,1.4,1966,1,14,-16.7,-27.4,-22.1,14
Twinriver,4.4,1966,1,13,-6.9,-18.7,-12.8,13
Kinsella,0.7,1966,1,23,-17.9,-28.6,-23.3,23
Stavely,2.9,1966,1,30,-7.8,-20.7,-14.2,30
Sangudo,0.7,1966,1,38,-16.1,-27.8,-21.9,38
Onefour,4.7,1967,1,20,-3.6,-16.1,-9.8,20
Mattheis,3.3,1967,1,17,-10,-21,-15.5,17
Oyen,2.1,1967,1,12,-10.8,-21,-15.9,12
Twinriver,4.8,1967,1,9,0.1,-11.9,-5.9,9
Kinsella,1.5,1967,1,16,-12.5,-21.2,-16.9,16
Stavely,3.4,1967,1,29,-1.7,-14.4,-8,29
Sangudo,1.9,1967,1,27,-10.3,-20.8,-15.5,27
Onefour,4.6,1968,1,12,-5.4,-17.4,-11.4,12
Mattheis,4,1968,1,9,-7.6,-18.8,-13.2,9
Oyen,3.2,1968,1,10,-8.8,-19.4,-14.1,10
Twinriver,4.5,1968,1,14,-2.4,-14.6,-8.5,14
Kinsella,2.2,1968,1,19,-11.1,-22.1,-16.6,19
Stavely,3.1,1968,1,26,-3.7,-15.4,-9.5,26
Sangudo,1.7,1968,1,24,-10.6,-22.2,-16.4,24
Onefour,3.8,1969,1,43,-16.8,-28.3,-22.5,43
Mattheis,2.5,1969,1,27,-20.8,-32.1,-26.4,27
Oyen,1.4,1969,1,23,-20.8,-32.1,-26.5,23
Twinriver,3.9,1969,1,26,-14.5,-26.4,-20.4,26
Kinsella,1,1969,1,39,-22.2,-33.1,-27.7,39
Stavely,2.7,1969,1,51,-15.5,-28.2,-21.8,51
Sangudo,1.1,1969,1,22,-20.4,-32.5,-26.4,22
Onefour,3.9,1970,1,23,-9.2,-19.4,-14.3,23
Mattheis,2.6,1970,1,23,-12.1,-22.4,-17.2,23
Oyen,1.5,1970,1,13,-12.6,-22.2,-17.4,13
Twinriver,4.2,1970,1,18,-6.1,-15.9,-11,18
Kinsella,1,1970,1,18,-13.7,-22.6,-18.2,18
Stavely,3,1970,1,44,-5.8,-17.1,-11.5,44
Sangudo,1.1,1970,1,23,-12.3,-23.3,-17.8,23
Onefour,4.3,1971,1,46,-9,-20.5,-14.7,46
Mattheis,2.8,1971,1,36,-13.3,-23.3,-18.3,36
Oyen,1.7,1971,1,24,-14.2,-23.4,-18.8,24
Twinriver,4.2,1971,1,28,-5.7,-17.6,-11.6,28
Kinsella,1.2,1971,1,37,-15.5,-25.6,-20.5,37
Stavely,2.9,1971,1,77,-6.5,-18.3,-12.4,77
Sangudo,1.3,1971,1,62,-14.2,-24.7,-19.4,62
Onefour,3.6,1972,1,23,-10.7,-22.4,-16.5,23
Mattheis,2,1972,1,17,-13.1,-24.1,-18.6,17
Oyen,1.3,1972,1,14,-13,-24.3,-18.6,14
Twinriver,3.3,1972,1,31,-8.1,-19.4,-13.7,31
Kinsella,0.4,1972,1,28,-14.7,-25.6,-20.2,28
Stavely,1.8,1972,1,60,-9.5,-20.7,-15.1,60
Sangudo,0.5,1972,1,22,-12.2,-25.2,-18.7,22
Onefour,5.5,1973,1,2,-0.6,-12.8,-6.7,2
Mattheis,3.6,1973,1,2,-4.4,-15.3,-9.9,2
Oyen,2.8,1973,1,3,-4.9,-15.7,-10.3,3
Twinriver,5.3,1973,1,2,1.3,-10.3,-4.5,2
Kinsella,1.8,1973,1,8,-7.4,-17.6,-12.5,8
Stavely,3.6,1973,1,14,-0.7,-12.1,-6.4,14
Sangudo,1.7,1973,1,8,-5.4,-18.2,-11.8,8
Onefour,5.8,1974,1,14,-5.1,-17.8,-11.4,14
Mattheis,3.7,1974,1,25,-11.8,-21.5,-16.7,25
Oyen,2.5,1974,1,29,-13.2,-22,-17.6,29
Twinriver,5.7,1974,1,16,-2.5,-15.4,-9,16
Kinsella,1.8,1974,1,39,-15.3,-23.7,-19.5,39
Stavely,3.9,1974,1,65,-4.7,-17.2,-11,65
Sangudo,1.8,1974,1,62,-14,-24.1,-19.1,62
Onefour,3.7,1975,1,6,-2.4,-14.6,-8.5,6
Mattheis,2.3,1975,1,7,-5.7,-18,-11.9,7
Oyen,1.5,1975,1,9,-6.6,-17.8,-12.2,9
Twinriver,3.5,1975,1,19,-1.4,-12.1,-6.7,19
Kinsella,1.1,1975,1,15,-7.5,-18.3,-12.9,15
Stavely,2.3,1975,1,27,-2.6,-13.9,-8.2,27
Sangudo,1.5,1975,1,20,-6,-16.8,-11.4,20
Onefour,6.4,1976,1,6,-0.7,-13.4,-7.1,6
Mattheis,4.9,1976,1,5,-6.1,-17.4,-11.8,5
Oyen,4,1976,1,9,-6.9,-18.1,-12.5,9
Twinriver,6.1,1976,1,7,2.2,-10.1,-4,7
Kinsella,3.5,1976,1,14,-7.6,-18.3,-13,14
Stavely,4.6,1976,1,20,-0.1,-11.9,-6,20
Sangudo,3.6,1976,1,16,-5.3,-16.9,-11.1,16
Onefour,5.3,1977,1,17,-5.6,-18,-11.8,17
Mattheis,4.2,1977,1,13,-8.3,-19.4,-13.8,13
Oyen,3.3,1977,1,8,-9.6,-20.6,-15.1,8
Twinriver,5.1,1977,1,17,-1.8,-13.5,-7.7,17
Kinsella,2.6,1977,1,21,-9.8,-20.7,-15.3,21
Stavely,3.6,1977,1,40,-2.2,-14.5,-8.3,40
Sangudo,2.8,1977,1,30,-5.5,-16.1,-10.8,30
Onefour,3.3,1978,1,35,-12.1,-21.9,-17,35
Mattheis,2.6,1978,1,25,-14.3,-23.7,-19,25
Oyen,2,1978,1,14,-14.5,-23.8,-19.2,14
Twinriver,3.2,1978,1,31,-8.6,-18.4,-13.5,31
Kinsella,1.7,1978,1,30,-15.1,-23.9,-19.5,30
Stavely,2.4,1978,1,58,-9.1,-18.4,-13.8,58
Sangudo,2.1,1978,1,35,-12,-22.3,-17.2,35
Onefour,4.2,1979,1,12,-13,-25.1,-19.1,12
Mattheis,3.2,1979,1,3,-13.6,-24.9,-19.3,3
Oyen,2.3,1979,1,5,-13.9,-24.7,-19.3,5
Twinriver,4.5,1979,1,12,-8.7,-19.7,-14.2,12
Kinsella,1.6,1979,1,9,-12.7,-22.6,-17.7,9
Stavely,3.2,1979,1,43,-8.6,-20.8,-14.7,43
Sangudo,1.9,1979,1,6,-9.8,-21.7,-15.8,6
Onefour,5.3,1980,1,16,-7.1,-19.1,-13.1,16
Mattheis,3.8,1980,1,18,-10.2,-21,-15.6,18
Oyen,3,1980,1,15,-10.1,-20.4,-15.3,15
Twinriver,5,1980,1,15,-4.6,-16.7,-10.6,15
Kinsella,2.3,1980,1,26,-12.1,-21.5,-16.8,26
Stavely,3.6,1980,1,27,-6.3,-18.2,-12.3,27
Sangudo,2.5,1980,1,21,-10.8,-22.9,-16.9,21
Onefour,6.8,1981,1,9,3.2,-8.7,-2.8,9
Mattheis,5.9,1981,1,8,0.2,-10.6,-5.2,8
Oyen,5.2,1981,1,7,-0.9,-10.2,-5.5,7
Twinriver,6.5,1981,1,12,6.5,-6,0.2,12
Kinsella,4.6,1981,1,16,-2.1,-11.2,-6.7,16
Stavely,5.2,1981,1,14,5.4,-7.4,-1,14
Sangudo,4.4,1981,1,9,-0.1,-11.1,-5.6,9
Onefour,3.2,1982,1,29,-12.7,-26.2,-19.4,29
Mattheis,2.1,1982,1,23,-16.9,-29,-23,23
Oyen,1,1982,1,19,-17.2,-28.8,-23,19
Twinriver,3.1,1982,1,28,-9.6,-23.1,-16.3,28
Kinsella,0.2,1982,1,36,-18.8,-29.4,-24.1,36
Stavely,1.9,1982,1,41,-10.2,-23.8,-17,41
Sangudo,0.6,1982,1,74,-17.4,-29,-23.2,74
Onefour,5.3,1983,1,11,0.6,-10.8,-5.1,11
Mattheis,4.1,1983,1,11,-4,-14.7,-9.4,11
Oyen,3,1983,1,7,-5.2,-15.2,-10.2,7
Twinriver,5.3,1983,1,13,4.1,-7.7,-1.8,13
Kinsella,2.1,1983,1,11,-6.9,-16.7,-11.8,11
Stavely,3.7,1983,1,23,2.5,-9.5,-3.5,23
Sangudo,2.3,1983,1,10,-5.3,-16.9,-11.1,10
Onefour,5.4,1984,1,13,0.1,-11.7,-5.8,13
Mattheis,3.9,1984,1,17,-3.5,-15.3,-9.4,17
Oyen,3,1984,1,12,-4.5,-15.8,-10.2,12
Twinriver,5.2,1984,1,15,3.2,-8,-2.4,15
Kinsella,2.4,1984,1,16,-3.6,-14.8,-9.2,16
Stavely,3.5,1984,1,30,1.4,-9.4,-4,30
Sangudo,2.6,1984,1,32,-1.3,-13.1,-7.2,32
Onefour,3.9,1985,1,5,-4.7,-16.8,-10.7,5
Mattheis,2.9,1985,1,4,-7.3,-18.7,-13,4
Oyen,2,1985,1,4,-7.5,-18.1,-12.8,4
Twinriver,3.9,1985,1,7,0.2,-11.8,-5.8,7
Kinsella,1.7,1985,1,12,-6.1,-16.7,-11.4,12
Stavely,2.5,1985,1,14,-1.4,-13.2,-7.3,14
Sangudo,2.1,1985,1,11,-2.8,-14.3,-8.5,11
Onefour,6.1,1986,1,9,2.5,-7.6,-2.6,9
Mattheis,5,1986,1,1,-0.8,-9.9,-5.4,1
Oyen,4,1986,1,4,-1.2,-10,-5.6,4
Twinriver,6,1986,1,8,5.4,-4.3,0.6,8
Kinsella,3.1,1986,1,14,-2.9,-11.9,-7.4,14
Stavely,4.5,1986,1,8,3.5,-6.1,-1.3,8
Sangudo,3.2,1986,1,17,-1.3,-11.7,-6.5,17
Onefour,7.5,1987,1,8,3.1,-10.3,-3.6,8
Mattheis,6.6,1987,1,5,0.5,-11.3,-5.4,5
Oyen,5.7,1987,1,5,-0.7,-11.6,-6.1,5
Twinriver,7.2,1987,1,6,4.9,-6.8,-0.9,6
Kinsella,4.7,1987,1,7,-2.4,-12.9,-7.7,7
Stavely,5.8,1987,1,13,2.9,-8.9,-3,13
Sangudo,4.8,1987,1,7,0.2,-12.2,-6,7
Onefour,6.6,1988,1,10,-2.7,-16.5,-9.6,10
Mattheis,5.3,1988,1,7,-6.8,-18.7,-12.8,7
Oyen,4.4,1988,1,8,-8.5,-19.2,-13.8,8
Twinriver,6.5,1988,1,8,-0.6,-12.1,-6.4,8
Kinsella,3.9,1988,1,7,-9.1,-19.1,-14.1,7
Stavely,4.8,1988,1,17,-2.3,-15,-8.7,17
Sangudo,3.8,1988,1,11,-7.3,-18.5,-12.9,11
Onefour,4.7,1989,1,20,-1.2,-12.6,-6.9,20
Mattheis,3.6,1989,1,26,-5.3,-18.6,-12,26
Oyen,2.6,1989,1,11,-6.1,-18.5,-12.3,11
Twinriver,4.5,1989,1,16,0.8,-10.2,-4.7,16
Kinsella,2.3,1989,1,30,-5.4,-17.4,-11.4,30
Stavely,3.1,1989,1,69,-1,-13.1,-7,69
Sangudo,2.4,1989,1,44,-4.7,-17.1,-10.9,44
Onefour,5.8,1990,1,11,0.3,-10.3,-5,11
Mattheis,4.3,1990,1,11,-3.6,-13.3,-8.4,11
Oyen,3.4,1990,1,9,-4.2,-14,-9.1,9
Twinriver,5.3,1990,1,13,1.5,-8.4,-3.4,13
Kinsella,2.6,1990,1,14,-5.7,-14.8,-10.2,14
Stavely,3.8,1990,1,24,0.1,-9.6,-4.8,24
Sangudo,2.6,1990,1,22,-4.1,-13.6,-8.9,22
Onefour,5.9,1991,1,16,-6.3,-18,-12.1,16
Mattheis,4.7,1991,1,6,-7.7,-18.9,-13.3,6
Oyen,3.9,1991,1,6,-8.3,-19.2,-13.7,6
Twinriver,5.8,1991,1,9,-2.5,-13.8,-8.2,9
Kinsella,3.4,1991,1,9,-8,-18.1,-13.1,9
Stavely,4.2,1991,1,26,-3.5,-15.6,-9.5,26
Sangudo,3.3,1991,1,12,-6.7,-17.8,-12.3,12
Onefour,6.4,1992,1,6,4.3,-8.3,-2,6
Mattheis,4.7,1992,1,7,0.1,-11.2,-5.5,7
Oyen,3.8,1992,1,10,-1.3,-12.8,-7,10
Twinriver,6.1,1992,1,7,6.3,-5.5,0.4,7
Kinsella,3.2,1992,1,20,-2.6,-13.5,-8.1,20
Stavely,4.5,1992,1,18,4.6,-6.8,-1.1,18
Sangudo,3.3,1992,1,25,-0.8,-12.3,-6.5,25
Onefour,4.3,1993,1,8,-8.1,-19.9,-14,8
Mattheis,3.4,1993,1,5,-10.7,-23.5,-17.1,5
Oyen,2.7,1993,1,2,-10.9,-22.7,-16.8,2
Twinriver,4.3,1993,1,6,-4.3,-16.1,-10.2,6
Kinsella,2.6,1993,1,6,-9.9,-22,-15.9,6
Stavely,3.1,1993,1,17,-4.7,-17.9,-11.3,17
Sangudo,3.2,1993,1,5,-6.9,-21.4,-14.2,5
Onefour,5.6,1994,1,28,-4.5,-16,-10.2,28
Mattheis,3.9,1994,1,29,-11.4,-20.9,-16.1,29
Oyen,3.1,1994,1,23,-12,-21.3,-16.6,23
Twinriver,5.5,1994,1,17,1.1,-12,-5.5,17
Kinsella,2.1,1994,1,52,-12.9,-21.8,-17.3,52
Stavely,3.8,1994,1,26,-0.8,-12.8,-6.8,26
Sangudo,2.3,1994,1,80,-11.4,-20.2,-15.8,80
Onefour,4.8,1995,1,4,-2.2,-13.8,-8,4
Mattheis,3.1,1995,1,8,-7.1,-18,-12.6,8
Oyen,2.4,1995,1,7,-8.1,-17.5,-12.8,7
Twinriver,4.6,1995,1,2,2.3,-10.5,-4.1,2
Kinsella,1.8,1995,1,16,-8.8,-17.9,-13.4,16
Stavely,3.2,1995,1,9,-0.5,-13.1,-6.8,9
Sangudo,1.9,1995,1,5,-6.6,-17.7,-12.2,5
Onefour,3.1,1996,1,33,-11.3,-22.5,-16.9,33
Mattheis,1.6,1996,1,21,-14.9,-26.2,-20.5,21
Oyen,0.8,1996,1,12,-15.3,-26.1,-20.7,12
Twinriver,3.1,1996,1,17,-6.8,-19.2,-13,17
Kinsella,0.2,1996,1,19,-15.7,-26.5,-21.1,19
Stavely,1.5,1996,1,41,-9.2,-21,-15.1,41
Sangudo,0.3,1996,1,28,-14.5,-26.2,-20.4,28
Onefour,5.7,1997,1,13,-7.4,-19.3,-13.4,13
Mattheis,4.3,1997,1,9,-12,-24.6,-18.3,9
Oyen,3.6,1997,1,4,-12.1,-24.4,-18.3,4
Twinriver,5.4,1997,1,11,-3.5,-16,-9.7,11
Kinsella,3.2,1997,1,15,-12.5,-24.1,-18.3,15
Stavely,4.2,1997,1,34,-4.4,-16.9,-10.7,34
Sangudo,3.2,1997,1,16,-10.1,-22,-16,16
Onefour,6.7,1998,1,12,-5.5,-18.1,-11.8,12
Mattheis,5.2,1998,1,13,-11.9,-22.9,-17.4,13
Oyen,4.5,1998,1,9,-12.1,-22.3,-17.2,9
Twinriver,6.1,1998,1,6,-2.4,-14.8,-8.6,6
Kinsella,3.7,1998,1,27,-13.9,-22.3,-18.1,27
Stavely,4.7,1998,1,30,-4.7,-16,-10.3,30
Sangudo,3.6,1998,1,27,-12.5,-22,-17.3,27
Onefour,6.7,1999,1,20,-2.2,-14.4,-8.3,20
Mattheis,5.1,1999,1,26,-7.4,-19.3,-13.3,26
Oyen,4.1,1999,1,19,-8.3,-19.7,-14,19
Twinriver,6.4,1999,1,9,1.6,-10.8,-4.6,9
Kinsella,3.3,1999,1,41,-9.8,-20.7,-15.2,41
Stavely,4.7,1999,1,16,-0.9,-12.4,-6.7,16
Sangudo,3.2,1999,1,63,-8.1,-19.7,-13.9,63
Onefour,5.3,2000,1,10,-3.1,-15.6,-9.3,10
Mattheis,3.6,2000,1,14,-7.8,-20,-13.9,14
Oyen,2.7,2000,1,14,-9,-19.9,-14.4,14
Twinriver,5,2000,1,14,-0.2,-13,-6.6,14
Kinsella,2.2,2000,1,16,-9.7,-19.3,-14.5,16
Stavely,3.4,2000,1,14,-2.1,-14.6,-8.4,14
Sangudo,2.3,2000,1,18,-7.5,-19.4,-13.5,18
Onefour,6.4,2001,1,10,1.1,-11.6,-5.3,10
Mattheis,5.2,2001,1,5,0.4,-11.6,-5.6,5
Oyen,4.2,2001,1,2,-1,-11.6,-6.3,2
Twinriver,6,2001,1,6,4.6,-7.4,-1.4,6
Kinsella,3.6,2001,1,4,-0.9,-10.6,-5.7,4
Stavely,4.6,2001,1,9,4.3,-7.6,-1.7,9
Sangudo,3.7,2001,1,3,1.4,-10,-4.3,3
Onefour,4.7,2002,1,9,-0.9,-13.7,-7.3,9
Mattheis,3.8,2002,1,14,-4.2,-15.6,-9.9,14
Oyen,3,2002,1,5,-5.7,-15.6,-10.7,5
Twinriver,4.5,2002,1,9,1.8,-10.7,-4.5,9
Kinsella,2.3,2002,1,5,-7.3,-16.9,-12.1,5
Stavely,3.3,2002,1,27,0,-11.4,-5.7,27
Sangudo,2.5,2002,1,13,-5.3,-16.6,-10.9,13
Onefour,5.6,2003,1,9,-0.7,-13.9,-7.3,9
Mattheis,4.1,2003,1,11,-5.3,-16.8,-11.1,11
Oyen,3.5,2003,1,13,-6.6,-17.7,-12.2,13
Twinriver,5.6,2003,1,5,3.7,-10.3,-3.3,5
Kinsella,2.4,2003,1,26,-8.6,-18.9,-13.8,26
Stavely,4.3,2003,1,14,1.7,-10.6,-4.5,14
Sangudo,2.7,2003,1,55,-6,-17.1,-11.5,55
Onefour,5.5,2004,1,28,-6.5,-16.6,-11.5,28
Mattheis,4.2,2004,1,25,-10.4,-19,-14.7,25
Oyen,3.4,2004,1,16,-10.6,-19.7,-15.1,16
Twinriver,5.7,2004,1,10,-2.2,-12.7,-7.5,10
Kinsella,2.5,2004,1,28,-12.4,-21.1,-16.7,28
Stavely,4.4,2004,1,19,-4.4,-14.2,-9.3,19
Sangudo,3,2004,1,43,-10.4,-19.5,-14.9,43
Onefour,5.8,2005,1,9,-4.6,-17.3,-11,9
Mattheis,4.7,2005,1,10,-8.5,-20,-14.2,10
Oyen,3.8,2005,1,11,-9.3,-20.3,-14.8,11
Twinriver,5.6,2005,1,9,-0.3,-13.4,-6.9,9
Kinsella,3.3,2005,1,15,-9.7,-19.9,-14.8,15
Stavely,4.3,2005,1,22,-1.9,-13.8,-7.8,22
Sangudo,3.8,2005,1,24,-7.6,-19,-13.3,24
Onefour,6.7,2006,1,11,3.4,-6.9,-1.8,11
Mattheis,5.4,2006,1,9,0.1,-10.1,-5,9
Oyen,4.6,2006,1,7,-0.4,-9.9,-5.2,7
Twinriver,6.3,2006,1,8,6,-3.9,1.1,8
Kinsella,3.5,2006,1,8,-2,-10.5,-6.2,8
Stavely,5,2006,1,21,4.2,-5.3,-0.6,21
Sangudo,3.8,2006,1,6,-1,-10.7,-5.8,6
Onefour,6.2,2007,1,14,-0.9,-13.5,-7.2,14
Mattheis,4.8,2007,1,5,-1.2,-14.3,-7.7,5
Oyen,3.9,2007,1,5,-2.4,-14.3,-8.4,5
Twinriver,6,2007,1,10,2.7,-9.7,-3.5,10
Kinsella,2.7,2007,1,12,-3.7,-14.6,-9.1,12
Stavely,4.4,2007,1,15,1.7,-10.8,-4.6,15
Sangudo,3.1,2007,1,18,-1.4,-13.9,-7.6,18
Onefour,4.8,2008,1,11,-2.7,-16.8,-9.8,11
Mattheis,3.7,2008,1,8,-4.8,-18.4,-11.6,8
Oyen,2.8,2008,1,9,-6.8,-19.4,-13.1,9
Twinriver,4.8,2008,1,10,-0.2,-12.9,-6.6,10
Kinsella,2.3,2008,1,14,-8.2,-19.6,-13.9,14
Stavely,3.6,2008,1,25,-1.2,-14.5,-7.9,25
Sangudo,2.7,2008,1,22,-7.2,-18.9,-13.1,22
Onefour,4.4,2009,1,27,-3.5,-15.7,-9.6,27
Mattheis,3.1,2009,1,7,-6.4,-18.8,-12.6,7
Oyen,2.6,2009,1,7,-6,-18.4,-12.2,7
Twinriver,4.5,2009,1,12,1.1,-11.5,-5.2,12
Kinsella,1.5,2009,1,16,-7.2,-18.8,-13,16
Stavely,3.1,2009,1,16,-0.4,-13,-6.7,16
Sangudo,2,2009,1,23,-4.1,-18,-11.1,23
Onefour,4.4,2010,1,24,-5.1,-14.5,-9.8,24
Mattheis,3.7,2010,1,6,-5.4,-14.8,-10.1,6
Oyen,3.1,2010,1,8,-5.3,-14.7,-10,8
Twinriver,4.8,2010,1,11,-0.1,-10,-5,11
Kinsella,2.7,2010,1,7,-7.1,-15.9,-11.5,7
Stavely,3.8,2010,1,42,0.3,-10.3,-5,42
Sangudo,3.1,2010,1,12,-5.8,-15.8,-10.8,12
Onefour,4.8,2011,1,44,-6.6,-16.1,-11.4,44
Mattheis,3.5,2011,1,29,-9.1,-18.3,-13.7,29
Oyen,3.1,2011,1,28,-7.9,-17.9,-12.9,28
Twinriver,4.6,2011,1,16,-2.9,-12.9,-7.9,16
Kinsella,2.5,2011,1,29,-7.7,-17.9,-12.8,29
Stavely,3.2,2011,1,37,-3.7,-14.5,-9.1,37
Sangudo,2.8,2011,1,52,-6.2,-16.4,-11.3,52
Onefour,6.2,2012,1,17,1,-11.7,-5.4,17
Mattheis,4.4,2012,1,6,-1.4,-13.2,-7.3,6
Oyen,3.7,2012,1,6,-1.6,-13.1,-7.4,6
Twinriver,5.7,2012,1,13,1.9,-9.2,-3.6,13
Kinsella,2.9,2012,1,7,-2.9,-13.3,-8.1,7
Stavely,4.3,2012,1,20,0.2,-10.4,-5.1,20
Sangudo,3,2012,1,15,-2.1,-13.2,-7.7,15
Onefour,5.3,2013,1,26,-1.9,-13.6,-7.8,26
Mattheis,3.5,2013,1,7,-5.1,-15.9,-10.5,7
Oyen,2.5,2013,1,6,-6.3,-16.1,-11.2,6
Twinriver,5.4,2013,1,12,1.6,-9.1,-3.7,12
Kinsella,2.1,2013,1,18,-7.3,-17,-12.2,18
Stavely,4.1,2013,1,17,1.1,-11.4,-5.2,17
Sangudo,3.2,2013,1,30,-3.8,-14.3,-9,30
Onefour,4.9,2014,1,20,0.6,-12.1,-5.8,20
Mattheis,3.4,2014,1,9,-3.2,-15.3,-9.3,9
Oyen,2.6,2014,1,6,-4.1,-15.4,-9.8,6
Twinriver,4.7,2014,1,18,3.6,-8.9,-2.6,18
Kinsella,2.1,2014,1,8,-4.4,-15.4,-9.9,8
Stavely,3.6,2014,1,27,2.2,-10.4,-4.1,27
Sangudo,2.7,2014,1,16,-0.4,-12.1,-6.3,16
Onefour,6.6,2015,1,31,-0.7,-12.4,-6.6,31
Mattheis,5.2,2015,1,12,-3.5,-14.2,-8.9,12
Oyen,4.6,2015,1,8,-4.1,-14.4,-9.2,8
Twinriver,6.5,2015,1,14,2.9,-8.3,-2.7,14
Kinsella,3.8,2015,1,19,-4.5,-14.7,-9.6,19
Stavely,5.4,2015,1,22,2.6,-8.8,-3.1,22
Sangudo,4.5,2015,1,34,-2.9,-13.2,-8.1,34
Onefour,6.5,2016,1,16,-2.5,-12.5,-7.5,16
Mattheis,5.3,2016,1,11,-4.6,-15.2,-9.9,11
Oyen,4.8,2016,1,8,-5.3,-15,-10.2,8
Twinriver,6.3,2016,1,10,1.1,-9.1,-4,10
Kinsella,4.3,2016,1,18,-5.7,-15.3,-10.5,18
Stavely,5.2,2016,1,18,1.1,-10.2,-4.6,18
Sangudo,4.5,2016,1,10,-4.1,-14.8,-9.4,10
Onefour,5.6,2017,1,14,-4.9,-15.5,-10.2,14
Mattheis,4.4,2017,1,11,-5.6,-16,-10.8,11
Oyen,3.8,2017,1,7,-5.6,-15.7,-10.7,7
Twinriver,5.3,2017,1,12,-2.2,-12.3,-7.2,12
Kinsella,3,2017,1,11,-5.7,-15.2,-10.5,11
Stavely,4.1,2017,1,19,-3.1,-13.4,-8.2,19
Sangudo,3.4,2017,1,13,-3.9,-13.7,-8.8,13
Onefour,4.2,2018,1,10,-3.7,-15.1,-9.4,10
Mattheis,3.1,2018,1,6,-5.6,-17.8,-11.7,6
Oyen,2.7,2018,1,4,-4.8,-16.5,-10.6,4
Twinriver,4.5,2018,1,8,1.3,-9.8,-4.3,8
Kinsella,2.1,2018,1,14,-6.1,-16.6,-11.4,14
Stavely,3.4,2018,1,11,0.1,-11,-5.5,11
Sangudo,2.7,2018,1,23,-5,-15.9,-10.5,23
Onefour,3.6,2019,1,15,0.8,-11.5,-5.3,15
Mattheis,2.7,2019,1,5,-2.9,-14,-8.4,5
Oyen,2.3,2019,1,6,-3.2,-14.2,-8.7,6
Twinriver,3.6,2019,1,12,3.8,-8.4,-2.3,12
Kinsella,1.6,2019,1,12,-4.8,-14.8,-9.8,12
Stavely,2.6,2019,1,17,2.1,-9.7,-3.8,17
Sangudo,2.1,2019,1,29,-2.6,-13.3,-8,29
Onefour,5.4,1901,2,29,-4.6,-15.4,-10,29
Mattheis,4.1,1901,2,29,-7.1,-17.4,-12.2,29
Oyen,3.3,1901,2,23,-7.8,-18.3,-13,23
Twinriver,5,1901,2,24,-2.7,-13.6,-8.1,24
Kinsella,2.4,1901,2,17,-6.3,-18.1,-12.2,17
Stavely,3.6,1901,2,46,-3,-14.3,-8.7,46
Sangudo,2.5,1901,2,33,-3.4,-17.9,-10.6,33
Onefour,4.4,1902,2,26,-3,-13.6,-8.3,26
Mattheis,3.3,1902,2,19,-5.1,-15.8,-10.4,19
Oyen,2.6,1902,2,19,-5.6,-15.8,-10.7,19
Twinriver,4.1,1902,2,23,-0.3,-11.8,-6.1,23
Kinsella,1.7,1902,2,19,-5,-15.2,-10.1,19
Stavely,2.8,1902,2,33,-0.2,-12.1,-6.2,33
Sangudo,2,1902,2,19,-2.6,-14.6,-8.6,19
Onefour,4.7,1903,2,13,-2.9,-14.9,-8.9,13
Mattheis,3.5,1903,2,12,-3,-14.9,-9,12
Oyen,2.5,1903,2,11,-5.4,-16.9,-11.2,11
